country,code,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Luxembourg,LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25648,36640,43968,51296,58624,7419600,9009776,9401824,8654368,8782608,9885472,10369120,10838112,10086992,10419643.39,11507762.24,11580982.81,11540678.81,11438175.95,12295552.2,12192900.52,11610354.51,11350329.1,12258971.62,13182239.95,13735355.38,13194711.88,13494829.11,14178209.68,14427932.25,11868453.56,11866612.25,10959388.63,11887364.66,12169758.94,11082116.21,9496004.305,8935139.852,8376159.551,9016744.788,9248505.513,9127640.788,8835071.003,9126661.244,9875823.905,11847734.73,12466071.62,12217953.51,12361327.86,11552153.08,9159850.62,9208660.036,8565567.677,7686630.992,8140468.444,8728601.612,9222072.652,9998703.938,10469579.17,11848688.33,12109271.28,11937959.62,11332533.69,11199299.05,10652278.81,11217353.69,11113109.64,10847492.51,10296991.18,9825225.077,9330918.998,9075991.431,9243461.113,9581686.828
Macao,MAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36640,51296,69616,95264,106256,128240,131904,150224,164880,168544,168544,205184,227168,230832,223504,267472,296784,252816,307776,414032,414032,527616,534944,483648,681504,604560,732800,875696,970960,963632,1029584,1033248,1091872,1080880,1179808,1271408,1231104,1406976,1487584,1557200,1516896,1630480,1685440,1516896,1531552,1714752,1828336,1619488,1363008,1132176,1890624,1234768,1455709.599,1291224.653,1204035.561,1507025.398,2018109.761,1996125.761,2042694.138,2093161.292
Macedonia,MKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3523183.329,3848456.06,4033865.548,4139468.343,4605007.383,5217261.756,5368007.73,5319236.974,5372844.5,5746484.924,5958093.578,7785989.287,8391391.571,7864989.852,9395424.253,9436536.791,9846452.984,10162858.31,9883131.818,11044359.5,12012922.54,11812599.68,12855729.58,11810584.36,12717881.66,13411958.04,13681204.87,14288219.41,13949645.56,14394225.26,14350291.28,14272902.97,10115296.74,11028640,10167600,10292176,10684224,11732128,10625600,12615152,11713808,12054560,11988608,10926048,11299776,11182528,11270464,10929712,9486096,9394496,8691008,8595744,9299232,8808256,7851952,7533184,7093504,7045872,7349465.623,7268428.928
Madagascar,MDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,7328,3664,0,0,0,0,0,0,0,0,0,7328,0,3664,3664,3664,304112,245488,307776,252816,289456,304112,318768,315104,373728,373728,399376,355408,395652.5682,461485.7046,483468.3435,556779.4205,578703.9887,842482.2728,912068.5569,849750.8409,970662.8409,1025623.898,1285796.557,1073255.852,1186898.273,1692530.273,992233.649,845601.1897,1017216.016,1130236.558,1613939.717,1024539.708,1013336.678,650391.0197,866371.8522,1053030.567,1137097.282,1282417.583,1285794.969,925800.7656,929155.4241,1009726.783,980378.142,1005989.501,1246104.537,1286385.637,1340638.65,1623427.835,1710658.722,1816887.241,1867454.897,1735467.484,1231908.2,1680474.063,1789365.885,1725393.698,1666225.101,1783381.686,1868569.132,1753895.265,1938343.647,2376918.179,2739850.152,3144495.568,3270707.127,3615123.127,3875267.127,4177227.563,4281281.379
Malawi,MWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459741.282,438346.9834,373318.0189,360613.9908,346705.2978,329641.1364,347961.1364,428509.7046,366221.7046,388148.4945,380755.9559,454068.5569,501700.5569,545636.8331,571229.6804,549243.4091,578495.9773,581726.7243,636082.2094,668359.8198,634836.2968,707995.9848,601541.6513,591348.1921,571666.2752,552935.7045,553428.7285,548450.563,540711.9923,537200.8794,558210.8509,739022.2222,784733.2837,785267.0163,879143.6896,904668.5013,906963.0198,904259.3667,947368.8103,922088.1334,920814.1708,864841.1607,792085.0537,846651.7496,903675.7554,911511.5719,906070.7523,917846.4931,968849.5234,1087017.361,1094457.949,1026356.674,1139941.26,1133258.69,1162271.568,1021415.385,1119528.449,1262925.122,1348292.09,1380936.807
Malaysia,MYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7328,18320,47632,10992,47632,109920,124576,91600,128240,120912,58624,47632,51296,51296,32976,40304,36640,87936,91600,168544,234496,0,18320,62288,146560,205184,549600,652192,670512,769440,1110192,1414304,2004208,2583120,2506176,2964176,3400192,3378208,3806896,4114672,3671328,2707696,1795360,1590176,1733072,1806352,2048176,2344960,1912608,1703760,2568464,2183744,659520,1319040,1102864,611888,604560,685168,-2491520,1220112,362736,359072,450672,509296,516624,458000,516624,3513776,3832544,3183244.275,4201450.089,4684918.784,4776548.5,5827967.921,7399408.824,8380229.381,9834392.955,10127602.1,10530226.08,9137757.5,14585888.82,16662585.28,17900606.63,17505097.29,19044636.5,19445101.95,23897560.87,22620742.58,23260306.75,27305777.77,28032413.98,30877417.96,30641647.68,38047979.33,34794053.19,36329404.92,40101439.7,40877243.9,42868674.17,50083158.56,56860001.92,68206839.56,74342547.05,90690238,92994460.93,119979102.4,123909804,123612474,114237500,108291440,126514334,134948119.7,136338128,157266358,171694592,181754908,178929666,182831954,202498034.2,196948402,216537318,217427432.2,215812389.5,234418816,241127810.6,233268167,246722416.4,246311496.8,254526538.4
Maldives,MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,3664,3664,3664,7328,10992,14656,21984,29312,43968,47632,47632,51296,58624,65952,80608,80608,95264,124576,172208,153888,230832,197856,197856,249152,289456,329760,300448,421360,450672,461664,593568,505632,666848,600896,758448,780432,842720,883024,934320,985616,1110192,1091872,1315376,1300720,1443616,1482062.866,1522945.103
Mali,MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47632,120912,117248,139232,175872,175872,197856,190528,223504,197856,161216,201520,227168,245488,267293.7046,303933.7046,340543.9887,340256.5892,413472.8498,394947.5644,427912.2232,391342.9962,394883.825,365131.5384,416621.4826,434818.3113,405383.1401,379611.9689,357504.7977,383029.6265,415882.4553,423087.284,434065.5437,448707.8033,459686.0629,467664.215,471319.0547,493293.8945,528569.4684,769440,802416,831728,839056,857376,857376,890352,916000,1080880,1297056,1557200,1784368,1974896,2158096,2297328,2648579.294,2905487.801,3095611.543,3106603.543,3435905.906,3560199.762
Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245488,256480,241824,230832,307776,340752,296784,311440,329760,388384,340752,293120,329760,410368,498304,472656,414032,520288,637536,652192,663184,659520,839056,806080,743792,666848,762112,802416,934320,905008,1022256,1143168,1311712,996608,1363008,1198128,1483920,1853984,2011536,2169088,1943286.384,2112202.89,2305374.618,2318093.918,2484077.1,2476809.412,2435851.864,2481559.349,2485136.632,2531410.728,2525721.099,2426408.534,2420941.537,2627229.536,2539903.534,2596376.394,2604208.216,2682946.11,2758786.927,2530728.69,2532347.07,2611535.844,2771328.473,2438177.765,2426133.417,1717603.913,1413356.658,1608665.851,1583414.814
Marshall Islands,MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76944,84272,84272,87936,87936,87936,91600,87936,98928,102592,109920,106256,117248,113584,120912,124576,128240,131904,135568,139232,135568,139232,142896,142896,142896,146701.6543,150748.3731
Martinique,MTQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54960,80608,91600,91600,91600,113584,117248,161216,142896,164880,168544,172208,172208,208848,234496,245488,271136,296784,307776,329760,362736,534944,784096,948976,1040576,901344,850048,853712,729136,710816,780432,787760,901344,1025920,1480256,1209120,1370336,1641472,1729408,1520560,1608496,1399648,1593840,1582848,1634144,1637808,1637808,1630480,1626816,1630480,1740400,1817344,1784368,1996880,2070160,2202064,2125120,1930928,1872304,2026192,2007872,2216720,2213056,2209392,2297328,0,0,0,0
Mauritania,MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32976,36640,47632,62288,87936,117248,161216,179536,197856,234496,274800,428688,399376,447008,468992,483648,509296,516624,556928,582576,604560,630208,633709.1556,883024,937984,872032,655856,373728,3242640,3184016,2802960,853712,868368,905008,926992,956304,1014928,1062560,1077216,1069888,1095536,1113856,1172480,1249424,1289728,1384992,1436288,1421632,1637808,1773376,1960240,1960240,2110464,2330304,2044512,2498848,2462208,2297328,2561697.502,2661482.711
Mauritius,MUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201520,139232,175872,186864,186864,128240,219840,219840,208848,223504,179536,186864,252816,208848,307776,304112,274800,498304,637536,571584,498304,395712,688832,677840,692496,589904,619216,641200,630208,659520,589904,542272,501968,597232,626544,707152,798752,930656,853712,1051568,1461936,1520560,1707424,1773376,1623152,1828336,1949248,1996880,2169088,2425568,2689376,2861584,2883568,3059440,3088752,3293936,3627360,3685984,3766592,3707968,3913152,3916816,3964448,4067040,4206272,4209936,4345504,4740725.356,4854957.355
Mexico,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520288,578912,531280,538608,494640,578912,688832,736464,754784,1000272,1311712,1425296,1557200,1718416,1707424,1919936,2264352,3770256,3693312,4154976,8401552,8632384,11743120,10141952,14315248,17184160,26131648,30642032,41084432,76236848,90288288,85550736,72037904,67871936,57085120,44686144,31796192,24083472,22148880,20379168,16751808,16194880,16740816,18891584,21427072,21962016,24904208,24266672,22665504,23211440,22548256,18979520,19060128,20126352,22617872,25626016,29355968,30513792,28963920,30513792,34895936,37218912,36713280,36277264,39670128,42143328,49288128,54018352,58286968.55,63052287.32,65239903.33,63743714.33,66292194.3,74200125.62,75167897.04,80844570.34,90005531.12,93887230.65,102176189.2,113950679.6,126190142.9,132279063.5,144071745.1,154746547.4,164165370.4,183773814.3,192436233.7,222167254.9,240320706.9,267817507.5,283797136.4,304010070.7,277666501.8,276765656.3,287511233.2,293555526.9,306194371,305849382.6,360555258.8,317042339.4,330133158,332780138,338067214,351528180,331596610,345766129.8,368644816.1,388356908.3,390516452,396066364,410697922,411967711.2,437757538,438856722.9,463993190,476565216,479786812,492979670,475903054,463782514,484164810.5,496299548.8,490129670,481128786,481974625.9,485424092.8,492769503.2,477322218.8
Moldova,MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10582810.29,11033224.06,11390806.08,11969457.94,12840240.62,13660525.83,14506179.67,15336113.09,16048240.92,16509252.44,17198797.18,18105506.23,19217689.7,20226004.6,21093510.38,21912971.05,23046496.45,23929722.84,24745178.52,25588463.6,25787085.49,26796446.44,26312529.52,26790396.07,27186395.57,27433951.23,29547717.1,29647931.11,29530561.12,30315635.87,29660911.65,27748780.74,22384990.49,20978057.8,15845812.5,12426964.1,11405405.8,11687090,7301343.3,6443835.761,4684535.297,3572952,3786588.7,4051735.7,4404267.6,4613424.5,4937514.743,5029747.3,4978553.6,5190380,4539511.9,4830905.3,4944974.4,4765681.5,4899358.4,4740978.377,4785084.1,4896188.972,4803750.619,5127170.15
Mongolia,MNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285792,293120,300448,304112,487312,589904,688832,762112,1135840,1344688,1293392,1392320,1971232,1601168,2044512,1956576,1952912,2125120,2480230.841,2681750.841,2846541.693,3032440.251,3275898.108,3472093.33,3740767.727,4054566.938,4390015.175,4960702.335,5763802.921,6277327.781,6855157.409,6614655.832,6712285.455,6969054.438,6424701.895,8997941.192,9595107.295,10482468.82,11492830.26,10458962.74,9889986,12120975.74,10993888,9262624,7927060,7899350,8023326,7688408,7687468,7535224,7486822.719,7869908.655,8262487.561,8007876,8570728.564,8573706.452,9405779.162,12078744,12016684,13073981.18,13819950,21426490,35030922,43558787.22,29585990,23243602.41,25323940.52,26413597.4,28112741.59
Montenegro,MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473379.2839,517083.3317,541995.1805,556184.1031,618734.5062,700997.7635,721252.1797,714699.2803,721902.054,772104.845,800536.8464,1046135.182,1127477.784,1056749.796,1262380.861,1267904.793,1322981.641,1365494.253,1327909.855,1483933.847,1614071.179,1587155.551,1727311.779,1586884.77,1708790.361,1802047.325,1838223.662,1919782.889,1874291.687,1934025.968,1928122.943,1917724.954,1359103.822,1481821.756,1290348.386,1255240.941,1325935.113,1552036.646,1667543.735,1755611.9,1210667.665,1519924.717,1666824.811,1765197.55,1886456.03,2040305.721,1751418.178,2062832,2055504,2605104,1681776,2421904,2407248,2213056,2150768,2106800,2238704,2015200,2027871.142,2008386.243
Montserrat,MSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3664,3664,7328,3664,7328,7328,7328,7328,14656,14656,14656,14656,14656,10992,10992,25648,25648,25648,14656,18320,18320,21984,21984,25648,29312,29312,29312,29312,29312,29312,29312,29312,32976,32976,36640,32976,29312,29312,25648,25648,36640,36640,36640,36640,36640,40304,47632,47632,65952,40304,43968,51296,47632,58624,29312,29568.14258,29780.81464
Morocco,MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29312,32976,40304,91600,150224,175872,190528,234496,212512,370064,465328,318768,395712,388384,329760,355408,421360,523952,685168,831728,941648,1088208,2561136,2927536,3565072,4173296,3587056,3557744,3521104,3055776,3268288,3368859.318,3636004.443,3771366.911,3074933.624,3954059.262,4415039.796,4254388.398,5459547.239,5408251.239,5620228.353,5817400.887,7282020.262,8190333.575,8036102.551,9625907.609,11119509.55,11093280.31,11527939.94,12679630.87,13053467.23,15931188.76,15915175.88,15826852.93,17027850.9,17763678.08,17783031.03,17833684.54,18848211.77,20082500.68,21139241.66,22879562.34,23040599.16,24322345.22,25532057.81,27605531.95,28982919.71,29619017.51,30406361.71,31101397.35,31259677.64,32352263.36,33576916,37425836.32,38073956.63,37495413.6,43362160,45525543.1,47390796,50230199.98,52860538.85,52590086.8,56199984,56711598.23,59027662.33,58734663.86,59642683.28,61027840.35,61031515.96,63689127.27,66309766.75
Mozambique,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43968,21984,10992,10992,10992,62288,51296,65952,47632,51296,58624,40304,65952,65952,58624,29312,51296,54960,47632,54960,58624,43968,58624,901344,930656,1073552,1080880,1143168,1374000,1553536,1769712,1817344,1794498.239,1882404.523,2629890.239,1985173.5,1659108.534,2139033.102,2003316.523,2124198.807,1871293.659,2776153.08,3237757.648,2980891.341,3611010.193,3295698.182,3558941.58,3145503.898,2882438.796,2555416.639,2706439.478,2865848.967,2634568.065,3198488.544,2479035.124,2523930.46,1954480.169,1510862.997,1134944.261,977138.563,976747.4124,1006192.879,1034530.851,1015154.708,1015104.327,1001317.071,1075238.063,1057248.86,1108508.219,1090374.733,1170471.013,1112391.822,1167218.998,1322771.188,1553870.18,1538499.465,1856679.452,1864546.493,1770736.887,1914801.313,2187257.297,2179784.354,2439919.269,2633894.804,3107350.734,2980773.649,4056976.117,8259323.278,6305490.36,7725970.629,8015922.576,8286042.829
Myanmar,MMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3158368,3048448,3085088,2934864,2978832,2997152,3063104,3026464,3110736,3216992,3088752,3231648,3173024,3184016,1025920,410368,307776,296784,7328,25648,153888,102592,802416,916000,1132176,1304384,1461936,1421632,1656128,2099472,2410912,2777163.42,2714845.705,2590299.42,2879695.989,2633910.83,2857385.114,2725481.114,2806059.398,3615833.114,2926822.818,3212585.102,4612293.077,5099485.671,4894301.671,4106571.386,4670916.534,4582921.696,4892790.791,5165654.193,5146073.896,5086023.819,5508782.973,5622978.639,5579515.112,5753766.618,6548547.763,6675516.747,6756345.615,4943397.344,4086655.839,4425299.004,4234799.534,4136664.626,4841594.238,5301826.244,6196177.523,6906337.978,7203579.357,7444460.925,8037074.84,8930038.12,10042511.28,8680244.725,9153798.804,9780149.931,12371245.05,11528977.61,12780450.23,12795063.41,9722478.152,10155480,13083811.83,15067866.5,11902840.05,12943524.02,16180498.92,22175228.64,24955822.53,25407005.78,26334639.39
Namibia,NAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055232,1150496,1388656,1571856,1619488,1722080,1769712,1817344,1663456,1641472,2015200,1758720,1872304,1960240,2308320,2330304,2359616,3323248,3066768,3096080,2764816,3363849.77,2601155.388,3708782.066,3955312.866,4193184.726,4224374.595,4272434.613
Nauru,NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29312,32976,32976,47632,47632,65952,65952,87936,76944,84272,98928,102592,102592,113584,113584,113584,124576,124576,124576,124576,124576,124576,161216,157552,157552,157552,124576,124576,120912,113584,109920,106256,102592,102592,98928,91600,84272,80608,76944,65952,65952,62288,43968,43968,43968,40304,43968,40304,40304,43968,47632,47632,47632,48900.55143,50249.4577
Nepal,NPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25648,29312,29312,36640,40304,43968,47632,54960,58624,65952,80608,80608,87936,98928,150224,179536,190528,212512,252816,399376,227168,197856,267472,421360,424875.4205,351714.2841,281838.8489,336398.8421,328981.4924,512359.9898,541295.0982,453186.1383,442360.8429,492418.2546,701423.6861,676018.2614,697013.9151,860679.8535,975970.0072,893564.3353,766743.5895,1072455.388,1290175.833,1469819.316,1700104.523,2406430.043,2455335.735,2759543.752,2223255.92,3189771.797,3038016.772,3236780.084,2595084.896,2810026.368,2638102.753,3051599.333,2529398.861,2578276.721,3384321.755,4191054.808,4894005.283,5276459.562,5521923.676,6284744.019,7662010.721,6013833.593,8841118.079,9104395.544,9447826.974
Netherlands,NLD,3136384,3118064,3762928,4169632,5946672,4649616,4722896,4217264,3707968,3524768,4796176,4404128,5671872,4085360,3403856,3847200,4217264,4041392,4239248,4371152,4942736,4979376,5331120,5140592,4741216,5419056,6210480,6309408,6686800,7210752,7972864,8027824,8130416,9009776,9017104,9420144,9618000,9786544,10860096,10610944,10284848,11908000,11321760,11460992,11618544,11625872,12494240,13102464,12933920,13278336,14634016,14311584,14300592,15297200,16165568,16594256,18056192,18576480,18920896,19917504,20833504,22079264,24922528,27549616,25823872,24534144,22398032,8654368,14527760,21980336,22170864,23233424,27271152,27197872,30594400,33591552,34328016,37966368,38006672,41267632,40780320,44957280,41417856,38570928,38629552,37266544,39893632,44000976,43308480,40703376,33437664,37127312,34595488,34928912,23336016,14652336,31103696,44605536,47265600,50500912,51288672,54970992,54718176,55267776,58396832,60990944,65083632,64413120,66695792,67118001.93,73437599.6,75818783.58,83281905.84,91144582.06,96776605.08,100403578.8,103557510.2,106682159.3,113445546.7,115802063.3,141803302.4,140666155.2,157495395.5,165259889.7,159985200.8,152525496.6,169130888.9,163605750.2,169793161.2,187007158.6,176631907,164109924.9,133487257.6,137357472.4,144073012.6,146980153.7,144014555.7,151480531,145602957.4,161664470.9,162428186.7,170842387.2,170680575.1,170869607.5,171456140.1,173029999.6,182450636.8,175288189.3,176403166.9,170992524.8,171942599.7,177082351.4,176374023.7,179827640.6,181448865.6,177530470.8,172733200.8,172598561.6,175523804.7,170185531.6,182186116.2,169110562.5,165878247.9,165764404.3,158827085.9,166450827.8,166387002.6,164478447.3,161623960.4
